,ip.dst,ip.src,udp.srcport,udp.dstport,dns.time
82643,173.27.225.164,172.31.0.2,53,34393,0.00131
82645,173.27.225.164,172.31.0.2,53,55573,0.002533
82647,173.27.225.164,172.31.0.2,53,14992,0.000406
82649,173.27.225.164,172.31.0.2,53,37974,0.000429
82651,173.27.225.164,172.31.0.2,53,46994,0.014163
82653,173.27.225.164,172.31.0.2,53,33899,0.000471
82655,173.27.225.164,172.31.0.2,53,46193,0.012965
82657,173.27.225.164,172.31.0.2,53,2137,0.014594
82659,173.27.225.164,172.31.0.2,53,1075,0.000395
82661,173.27.225.164,172.31.0.2,53,29196,0.000427
82663,173.27.225.164,172.31.0.2,53,48807,0.032868
82665,173.27.225.164,172.31.0.2,53,9529,0.033458
82667,173.27.225.164,172.31.0.2,53,14041,0.000978
82669,173.27.225.164,172.31.0.2,53,3695,0.000898
82673,173.27.225.164,172.31.0.2,53,52516,0.002121
82674,173.27.225.164,172.31.0.2,53,3934,0.002301
82675,173.27.225.164,172.31.0.2,53,64436,0.021416
82677,173.27.225.164,172.31.0.2,53,65098,0.002155
82680,173.27.225.164,172.31.0.2,53,17240,0.00078
82681,173.27.225.164,172.31.0.2,53,51883,0.019864
82683,173.27.225.164,172.31.0.2,53,19192,0.000388
82685,173.27.225.164,172.31.0.2,53,22284,0.000328
82687,173.27.225.164,172.31.0.2,53,5165,0.021763
82689,173.27.225.164,172.31.0.2,53,6064,0.000812
82691,173.27.225.164,172.31.0.2,53,56402,0.00034
82693,173.27.225.164,172.31.0.2,53,45374,0.00032
82695,173.27.225.164,172.31.0.2,53,52860,0.005313
82697,173.27.225.164,172.31.0.2,53,13016,0.012395
82699,173.27.225.164,172.31.0.2,53,57542,0.016704
82701,173.27.225.164,172.31.0.2,53,4094,0.012219
82703,173.27.225.164,172.31.0.2,53,4673,0.000382
82705,173.27.225.164,172.31.0.2,53,41561,0.000327
82707,173.27.225.164,172.31.0.2,53,29975,0.000377
82709,173.27.225.164,172.31.0.2,53,34355,0.005662
82711,173.27.225.164,172.31.0.2,53,55944,0.00078
82713,173.27.225.164,172.31.0.2,53,44780,0.000381
82715,173.27.225.164,172.31.0.2,53,1105,0.000419
82717,173.27.225.164,172.31.0.2,53,29277,0.021883
82719,173.27.225.164,172.31.0.2,53,31956,0.021979
82721,173.27.225.164,172.31.0.2,53,1731,0.000356
82723,173.27.225.164,172.31.0.2,53,58246,0.00031
82725,173.27.225.164,172.31.0.2,53,4564,0.000377
82728,173.27.225.164,172.31.0.2,53,43098,0.000292
82729,173.27.225.164,172.31.0.2,53,15911,0.000461
82731,173.27.225.164,172.31.0.2,53,9802,0.000341
82733,173.27.225.164,172.31.0.2,53,36242,0.000367
82735,173.27.225.164,172.31.0.2,53,40779,0.001043
82737,173.27.225.164,172.31.0.2,53,64984,0.002683
82740,173.27.225.164,172.31.0.2,53,34161,0.002876
82741,173.27.225.164,172.31.0.2,53,37655,0.003145
82743,173.27.225.164,172.31.0.2,53,12347,0.000363
82745,173.27.225.164,172.31.0.2,53,46991,0.000555
82747,173.27.225.164,172.31.0.2,53,23951,0.001014
82749,173.27.225.164,172.31.0.2,53,42349,0.000445
82751,173.27.225.164,172.31.0.2,53,18281,0.000376
82753,173.27.225.164,172.31.0.2,53,1657,0.00042
82755,173.27.225.164,172.31.0.2,53,51047,0.054717
82757,173.27.225.164,172.31.0.2,53,29458,0.022094
82759,173.27.225.164,172.31.0.2,53,19239,0.000787
82761,173.27.225.164,172.31.0.2,53,43243,0.002071
82763,173.27.225.164,172.31.0.2,53,9093,0.000491
82766,173.27.225.164,172.31.0.2,53,13391,0.002136
82767,173.27.225.164,172.31.0.2,53,8327,0.156902
82769,173.27.225.164,172.31.0.2,53,63850,0.002345
82771,173.27.225.164,172.31.0.2,53,5981,0.013959
82773,173.27.225.164,172.31.0.2,53,41758,0.012865
82775,173.27.225.164,172.31.0.2,53,14768,0.012672
82777,173.27.225.164,172.31.0.2,53,2525,0.001
82779,173.27.225.164,172.31.0.2,53,48486,0.000396
82781,173.27.225.164,172.31.0.2,53,21733,0.000442
82783,173.27.225.164,172.31.0.2,53,44730,0.000421
82785,173.27.225.164,172.31.0.2,53,50747,0.000427
82787,173.27.225.164,172.31.0.2,53,2376,0.000973
82789,173.27.225.164,172.31.0.2,53,2297,0.001316
82791,173.27.225.164,172.31.0.2,53,38392,0.000408
82793,173.27.225.164,172.31.0.2,53,32731,0.000311
82795,173.27.225.164,172.31.0.2,53,5168,0.000377
82797,173.27.225.164,172.31.0.2,53,15293,0.00027
82799,173.27.225.164,172.31.0.2,53,19236,0.000266
82801,173.27.225.164,172.31.0.2,53,29751,0.000231
82803,173.27.225.164,172.31.0.2,53,40801,0.000242
82805,173.27.225.164,172.31.0.2,53,13323,0.000347
82807,173.27.225.164,172.31.0.2,53,35726,0.000333
82810,173.27.225.164,172.31.0.2,53,52822,0.00039
82811,173.27.225.164,172.31.0.2,53,21066,0.002006
82813,173.27.225.164,172.31.0.2,53,33828,0.00026
82816,173.27.225.164,172.31.0.2,53,4242,0.000429
82817,173.27.225.164,172.31.0.2,53,35488,0.00073
82819,173.27.225.164,172.31.0.2,53,28616,0.000322
82821,173.27.225.164,172.31.0.2,53,41640,0.017667
82823,173.27.225.164,172.31.0.2,53,40925,0.00085
82825,173.27.225.164,172.31.0.2,53,38581,0.000778
82827,173.27.225.164,172.31.0.2,53,1564,0.000397
82829,173.27.225.164,172.31.0.2,53,46320,0.000958
82831,173.27.225.164,172.31.0.2,53,43194,0.000981
82833,173.27.225.164,172.31.0.2,53,18661,0.000902
82835,173.27.225.164,172.31.0.2,53,63377,0.000318
82837,173.27.225.164,172.31.0.2,53,4049,0.021086
82839,173.27.225.164,172.31.0.2,53,5586,0.000426
82841,173.27.225.164,172.31.0.2,53,63004,0.000379
82843,173.27.225.164,172.31.0.2,53,26527,0.000988
82845,173.27.225.164,172.31.0.2,53,3081,0.000392
82847,173.27.225.164,172.31.0.2,53,10088,0.000936
82849,173.27.225.164,172.31.0.2,53,29102,0.000417
82851,173.27.225.164,172.31.0.2,53,3901,0.000428
82853,173.27.225.164,172.31.0.2,53,4189,0.000398
82855,173.27.225.164,172.31.0.2,53,9613,0.000968
82857,173.27.225.164,172.31.0.2,53,14730,0.000368
82859,173.27.225.164,172.31.0.2,53,16185,0.000428
82861,173.27.225.164,172.31.0.2,53,34659,0.000416
82863,173.27.225.164,172.31.0.2,53,8176,0.012919
82865,173.27.225.164,172.31.0.2,53,63090,0.002246
82867,173.27.225.164,172.31.0.2,53,3581,0.001143
82870,173.27.225.164,172.31.0.2,53,42496,0.002526
82871,173.27.225.164,172.31.0.2,53,8581,0.007217
82873,173.27.225.164,172.31.0.2,53,64095,0.002256
82875,173.27.225.164,172.31.0.2,53,64086,0.000921
82877,173.27.225.164,172.31.0.2,53,26662,0.000968
82879,173.27.225.164,172.31.0.2,53,1749,0.055582
82881,173.27.225.164,172.31.0.2,53,59254,0.022207
82883,173.27.225.164,172.31.0.2,53,6989,0.000385
82885,173.27.225.164,172.31.0.2,53,55319,0.000298
82887,173.27.225.164,172.31.0.2,53,36667,0.000324
82889,173.27.225.164,172.31.0.2,53,21157,0.000305
82891,173.27.225.164,172.31.0.2,53,8173,0.029584
82893,173.27.225.164,172.31.0.2,53,4909,0.000454
82896,173.27.225.164,172.31.0.2,53,55129,0.022066
82897,173.27.225.164,172.31.0.2,53,61213,0.022277
82899,173.27.225.164,172.31.0.2,53,26352,0.022764
82901,173.27.225.164,172.31.0.2,53,37141,0.000448
82903,173.27.225.164,172.31.0.2,53,7333,0.013303
82905,173.27.225.164,172.31.0.2,53,19264,0.000419
82907,173.27.225.164,172.31.0.2,53,38021,0.000338
82909,173.27.225.164,172.31.0.2,53,30674,0.294124
82911,173.27.225.164,172.31.0.2,53,11355,0.023661
82913,173.27.225.164,172.31.0.2,53,59789,0.00036
82916,173.27.225.164,172.31.0.2,53,10790,0.000342
82917,173.27.225.164,172.31.0.2,53,54140,0.00085
82919,173.27.225.164,172.31.0.2,53,58555,0.000463
82921,173.27.225.164,172.31.0.2,53,8462,0.000903
82923,173.27.225.164,172.31.0.2,53,13843,0.021467
82925,173.27.225.164,172.31.0.2,53,63330,0.000332
82927,173.27.225.164,172.31.0.2,53,4409,0.00033
82929,173.27.225.164,172.31.0.2,53,50754,0.002605
82933,173.27.225.164,172.31.0.2,53,16944,0.000288
82934,173.27.225.164,172.31.0.2,53,56759,0.00277
82935,173.27.225.164,172.31.0.2,53,62493,0.003367
82937,173.27.225.164,172.31.0.2,53,10133,0.000415
82939,173.27.225.164,172.31.0.2,53,17390,0.000409
82941,173.27.225.164,172.31.0.2,53,46922,0.062755
82943,173.27.225.164,172.31.0.2,53,33563,0.022573
82945,173.27.225.164,172.31.0.2,53,1146,0.089222
82947,173.27.225.164,172.31.0.2,53,54121,0.000427
82949,173.27.225.164,172.31.0.2,53,4864,0.000395
82951,173.27.225.164,172.31.0.2,53,6827,0.000435
82953,173.27.225.164,172.31.0.2,53,59545,0.000291
82955,173.27.225.164,172.31.0.2,53,51696,0.000405
82957,173.27.225.164,172.31.0.2,53,31206,0.000429
82959,173.27.225.164,172.31.0.2,53,64870,0.000443
82961,173.27.225.164,172.31.0.2,53,36558,0.000381
82963,173.27.225.164,172.31.0.2,53,29977,0.000369
82965,173.27.225.164,172.31.0.2,53,10293,0.000854
82967,173.27.225.164,172.31.0.2,53,52753,0.000207
82969,173.27.225.164,172.31.0.2,53,56846,0.000845
82971,173.27.225.164,172.31.0.2,53,39880,0.001178
82973,173.27.225.164,172.31.0.2,53,27166,0.000351
82975,173.27.225.164,172.31.0.2,53,2855,0.000369
82977,173.27.225.164,172.31.0.2,53,36419,0.00039
82979,173.27.225.164,172.31.0.2,53,56701,0.000333
82981,173.27.225.164,172.31.0.2,53,32676,0.000346
82983,173.27.225.164,172.31.0.2,53,48589,0.021584
82985,173.27.225.164,172.31.0.2,53,56137,0.00097
82987,173.27.225.164,172.31.0.2,53,14495,0.131545
82989,173.27.225.164,172.31.0.2,53,6110,0.023162
82991,173.27.225.164,172.31.0.2,53,11732,0.000869
82993,173.27.225.164,172.31.0.2,53,42619,0.000831
82995,173.27.225.164,172.31.0.2,53,42245,0.000311
82997,173.27.225.164,172.31.0.2,53,54833,0.151058
82999,173.27.225.164,172.31.0.2,53,14543,0.137969
83001,173.27.225.164,172.31.0.2,53,35340,0.107992
83003,173.27.225.164,172.31.0.2,53,35562,0.000422
83005,173.27.225.164,172.31.0.2,53,27115,0.000347
83007,173.27.225.164,172.31.0.2,53,51315,0.000385
83010,173.27.225.164,172.31.0.2,53,25137,0.022817
83011,173.27.225.164,172.31.0.2,53,25243,0.022686
83013,173.27.225.164,172.31.0.2,53,39851,0.025865
83015,173.27.225.164,172.31.0.2,53,31222,0.000434
83017,173.27.225.164,172.31.0.2,53,46346,0.022342
83019,173.27.225.164,172.31.0.2,53,50748,0.000343
83021,173.27.225.164,172.31.0.2,53,2446,0.012547
83023,173.27.225.164,172.31.0.2,53,33744,0.000358
83025,173.27.225.164,172.31.0.2,53,10769,0.021895
83027,173.27.225.164,172.31.0.2,53,44936,0.01985
83029,173.27.225.164,172.31.0.2,53,12254,0.000414
83031,173.27.225.164,172.31.0.2,53,1064,0.000452
83033,173.27.225.164,172.31.0.2,53,53426,0.000851
83035,173.27.225.164,172.31.0.2,53,15053,0.000331
83037,173.27.225.164,172.31.0.2,53,25042,0.000268
83039,173.27.225.164,172.31.0.2,53,35470,0.000364
83041,173.27.225.164,172.31.0.2,53,10410,0.000887
83043,173.27.225.164,172.31.0.2,53,32061,0.000368
83045,173.27.225.164,172.31.0.2,53,37399,0.023511
83047,173.27.225.164,172.31.0.2,53,10574,0.096544
83049,173.27.225.164,172.31.0.2,53,17080,0.022436
83051,173.27.225.164,172.31.0.2,53,39313,0.000351
83053,173.27.225.164,172.31.0.2,53,11132,0.000863
83055,173.27.225.164,172.31.0.2,53,18670,0.000325
83057,173.27.225.164,172.31.0.2,53,39641,0.092027
83059,173.27.225.164,172.31.0.2,53,42832,0.000331
83061,173.27.225.164,172.31.0.2,53,8558,0.046414
83063,173.27.225.164,172.31.0.2,53,18424,0.000334
83065,173.27.225.164,172.31.0.2,53,32417,0.020171
83067,173.27.225.164,172.31.0.2,53,35010,0.021204
83069,173.27.225.164,172.31.0.2,53,36977,0.022407
83071,173.27.225.164,172.31.0.2,53,17747,0.000349
83073,173.27.225.164,172.31.0.2,53,62652,0.000417
83075,173.27.225.164,172.31.0.2,53,5371,0.012601
83077,173.27.225.164,172.31.0.2,53,41146,0.000373
83079,173.27.225.164,172.31.0.2,53,20832,0.000316
83081,173.27.225.164,172.31.0.2,53,22946,0.000372
83083,173.27.225.164,172.31.0.2,53,10697,0.000329
83085,173.27.225.164,172.31.0.2,53,19230,0.000267
83087,173.27.225.164,172.31.0.2,53,44268,0.000353
83089,173.27.225.164,172.31.0.2,53,4229,0.022752
83091,173.27.225.164,172.31.0.2,53,25148,0.00037
83093,173.27.225.164,172.31.0.2,53,7054,0.040204
83095,173.27.225.164,172.31.0.2,53,3075,0.000377
83097,173.27.225.164,172.31.0.2,53,50529,0.000334
83099,173.27.225.164,172.31.0.2,53,60337,0.038709
83101,173.27.225.164,172.31.0.2,53,55278,0.022842
83103,173.27.225.164,172.31.0.2,53,3376,0.000351
83105,173.27.225.164,172.31.0.2,53,24944,0.000282
83107,173.27.225.164,172.31.0.2,53,31907,0.002897
83110,173.27.225.164,172.31.0.2,53,38730,0.000373
83111,173.27.225.164,172.31.0.2,53,12286,0.000308
83113,173.27.225.164,172.31.0.2,53,57584,0.000315
83115,173.27.225.164,172.31.0.2,53,28537,0.000385
83117,173.27.225.164,172.31.0.2,53,55051,0.000906
83119,173.27.225.164,172.31.0.2,53,13963,0.000343
83121,173.27.225.164,172.31.0.2,53,4501,0.00038
83123,173.27.225.164,172.31.0.2,53,50643,0.000357
83125,173.27.225.164,172.31.0.2,53,4765,0.000337
83127,173.27.225.164,172.31.0.2,53,27304,0.043177
83129,173.27.225.164,172.31.0.2,53,15563,0.043752
83131,173.27.225.164,172.31.0.2,53,19885,0.000403
83133,173.27.225.164,172.31.0.2,53,26495,0.000405
83135,173.27.225.164,172.31.0.2,53,64065,0.000452
83137,173.27.225.164,172.31.0.2,53,65344,0.002235
83139,173.27.225.164,172.31.0.2,53,64880,0.000422
83141,173.27.225.164,172.31.0.2,53,47225,0.000379
83143,173.27.225.164,172.31.0.2,53,32147,0.022267
83145,173.27.225.164,172.31.0.2,53,37363,0.022201
83147,173.27.225.164,172.31.0.2,53,28160,0.000374
83149,173.27.225.164,172.31.0.2,53,4276,0.002809
83151,173.27.225.164,172.31.0.2,53,11640,0.000392
83153,173.27.225.164,172.31.0.2,53,57334,0.000377
83155,173.27.225.164,172.31.0.2,53,61770,0.02206
83157,173.27.225.164,172.31.0.2,53,3505,0.000393
83159,173.27.225.164,172.31.0.2,53,14920,0.00047
83161,173.27.225.164,172.31.0.2,53,38800,0.002145
83163,173.27.225.164,172.31.0.2,53,13453,0.000274
83165,173.27.225.164,172.31.0.2,53,56020,0.000306
83167,173.27.225.164,172.31.0.2,53,5621,0.000284
83169,173.27.225.164,172.31.0.2,53,37359,0.000265
83171,173.27.225.164,172.31.0.2,53,38669,0.000352
83173,173.27.225.164,172.31.0.2,53,12507,0.000415
83175,173.27.225.164,172.31.0.2,53,4341,0.000504
83177,173.27.225.164,172.31.0.2,53,33712,0.000487
83179,173.27.225.164,172.31.0.2,53,31243,0.000348
83181,173.27.225.164,172.31.0.2,53,2631,0.000406
83183,173.27.225.164,172.31.0.2,53,38325,0.044472
83185,173.27.225.164,172.31.0.2,53,16604,0.034433
83187,173.27.225.164,172.31.0.2,53,12068,0.000394
83189,173.27.225.164,172.31.0.2,53,62219,0.000374
83191,173.27.225.164,172.31.0.2,53,13022,0.000873
83193,173.27.225.164,172.31.0.2,53,34799,0.000924
83195,173.27.225.164,172.31.0.2,53,40018,0.000358
83197,173.27.225.164,172.31.0.2,53,24446,0.000419
83199,173.27.225.164,172.31.0.2,53,18733,0.002395
83201,173.27.225.164,172.31.0.2,53,34015,0.000373
83203,173.27.225.164,172.31.0.2,53,1486,0.00254
83205,173.27.225.164,172.31.0.2,53,51644,0.000352
83207,173.27.225.164,172.31.0.2,53,49920,0.000344
83209,173.27.225.164,172.31.0.2,53,22602,0.000403
83211,173.27.225.164,172.31.0.2,53,19217,0.000389
83213,173.27.225.164,172.31.0.2,53,44817,0.000453
83215,173.27.225.164,172.31.0.2,53,5068,0.000448
83217,173.27.225.164,172.31.0.2,53,28096,0.000427
83219,173.27.225.164,172.31.0.2,53,35961,0.002961
83221,173.27.225.164,172.31.0.2,53,4707,0.000447
83223,173.27.225.164,172.31.0.2,53,22046,0.033363
83225,173.27.225.164,172.31.0.2,53,9266,0.000324
83227,173.27.225.164,172.31.0.2,53,10579,0.000385
83229,173.27.225.164,172.31.0.2,53,25719,0.000401
83231,173.27.225.164,172.31.0.2,53,3464,0.000448
83233,173.27.225.164,172.31.0.2,53,41361,0.000345
83236,173.27.225.164,172.31.0.2,53,20769,0.000422
83237,173.27.225.164,172.31.0.2,53,60505,0.001022
83239,173.27.225.164,172.31.0.2,53,35665,0.000337
83241,173.27.225.164,172.31.0.2,53,9087,0.000275
83243,173.27.225.164,172.31.0.2,53,60822,0.00087
83245,173.27.225.164,172.31.0.2,53,29991,0.000333
83247,173.27.225.164,172.31.0.2,53,1905,0.043058
83249,173.27.225.164,172.31.0.2,53,21085,0.000303
83251,173.27.225.164,172.31.0.2,53,30729,0.000373
83253,173.27.225.164,172.31.0.2,53,53363,0.021487
83255,173.27.225.164,172.31.0.2,53,16027,0.000221
83257,173.27.225.164,172.31.0.2,53,43532,0.000271
83259,173.27.225.164,172.31.0.2,53,15953,0.000268
83261,173.27.225.164,172.31.0.2,53,14694,0.000271
83263,173.27.225.164,172.31.0.2,53,35885,0.002037
83265,173.27.225.164,172.31.0.2,53,6312,0.000414
83267,173.27.225.164,172.31.0.2,53,64463,0.000262
83269,173.27.225.164,172.31.0.2,53,36905,0.00038
83271,173.27.225.164,172.31.0.2,53,9170,0.012593
83273,173.27.225.164,172.31.0.2,53,5375,0.014429
83275,173.27.225.164,172.31.0.2,53,55541,0.000335
83277,173.27.225.164,172.31.0.2,53,64263,0.022808
83279,173.27.225.164,172.31.0.2,53,36749,0.000516
83281,173.27.225.164,172.31.0.2,53,48843,0.01222
83283,173.27.225.164,172.31.0.2,53,59302,0.00035
83285,173.27.225.164,172.31.0.2,53,31512,0.000395
83287,173.27.225.164,172.31.0.2,53,8043,0.043579
83289,173.27.225.164,172.31.0.2,53,35827,0.043643
83291,173.27.225.164,172.31.0.2,53,52638,0.021445
83293,173.27.225.164,172.31.0.2,53,9754,0.000333
83295,173.27.225.164,172.31.0.2,53,58217,0.000355
83297,173.27.225.164,172.31.0.2,53,1782,0.083319
83299,173.27.225.164,172.31.0.2,53,32813,0.068722
83301,173.27.225.164,172.31.0.2,53,54957,0.033376
83303,173.27.225.164,172.31.0.2,53,54937,0.022191
83305,173.27.225.164,172.31.0.2,53,29054,0.142447
83307,173.27.225.164,172.31.0.2,53,5802,0.04265
83309,173.27.225.164,172.31.0.2,53,22727,0.085887
83311,173.27.225.164,172.31.0.2,53,60763,0.021981
83313,173.27.225.164,172.31.0.2,53,53560,0.022683
83315,173.27.225.164,172.31.0.2,53,21368,0.000299
83317,173.27.225.164,172.31.0.2,53,43713,0.000332
83319,173.27.225.164,172.31.0.2,53,23001,0.000413
83321,173.27.225.164,172.31.0.2,53,26967,0.121318
83323,173.27.225.164,172.31.0.2,53,3239,0.027031
83325,173.27.225.164,172.31.0.2,53,26455,0.000401
83327,173.27.225.164,172.31.0.2,53,31609,0.000397
83329,173.27.225.164,172.31.0.2,53,36167,0.000348
83331,173.27.225.164,172.31.0.2,53,20654,0.000414
83333,173.27.225.164,172.31.0.2,53,9836,0.001023
83335,173.27.225.164,172.31.0.2,53,30982,0.000969
83337,173.27.225.164,172.31.0.2,53,53914,0.000351
83339,173.27.225.164,172.31.0.2,53,11159,0.000422
83341,173.27.225.164,172.31.0.2,53,24850,0.082639
83343,173.27.225.164,172.31.0.2,53,28286,0.027554
83345,173.27.225.164,172.31.0.2,53,5435,0.021233
83347,173.27.225.164,172.31.0.2,53,43293,0.000495
83349,173.27.225.164,172.31.0.2,53,36000,0.121067
83351,173.27.225.164,172.31.0.2,53,22677,0.02227
83354,173.27.225.164,172.31.0.2,53,45802,0.021982
83356,173.27.225.164,172.31.0.2,53,35847,0.022037
83357,173.27.225.164,172.31.0.2,53,51161,1.616408
83359,173.27.225.164,172.31.0.2,53,20963,0.154473
83361,173.27.225.164,172.31.0.2,53,23362,0.000462
83363,173.27.225.164,172.31.0.2,53,14154,0.000946
83365,173.27.225.164,172.31.0.2,53,23309,0.00045
83367,173.27.225.164,172.31.0.2,53,57873,0.000416
83369,173.27.225.164,172.31.0.2,53,3367,0.0004
83371,173.27.225.164,172.31.0.2,53,31710,0.000436
83373,173.27.225.164,172.31.0.2,53,50980,0.064822
83375,173.27.225.164,172.31.0.2,53,33258,0.022077
83377,173.27.225.164,172.31.0.2,53,58096,0.079248
83379,173.27.225.164,172.31.0.2,53,6595,0.022207
83381,173.27.225.164,172.31.0.2,53,5122,0.000308
83383,173.27.225.164,172.31.0.2,53,37988,0.000419
83385,173.27.225.164,172.31.0.2,53,64674,0.00033
83387,173.27.225.164,172.31.0.2,53,26496,0.012705
83389,173.27.225.164,172.31.0.2,53,6970,0.149987
83391,173.27.225.164,172.31.0.2,53,29268,0.013861
83393,173.27.225.164,172.31.0.2,53,29085,0.084057
83395,173.27.225.164,172.31.0.2,53,65049,0.000393
83397,173.27.225.164,172.31.0.2,53,14720,0.000334
83399,173.27.225.164,172.31.0.2,53,43280,0.000289
83401,173.27.225.164,172.31.0.2,53,56435,0.000959
83403,173.27.225.164,172.31.0.2,53,10676,0.000967
83405,173.27.225.164,172.31.0.2,53,63704,0.000465
83407,173.27.225.164,172.31.0.2,53,1372,0.000374
83409,173.27.225.164,172.31.0.2,53,41231,0.00041
83411,173.27.225.164,172.31.0.2,53,2585,0.000395
83413,173.27.225.164,172.31.0.2,53,11213,0.014362
83415,173.27.225.164,172.31.0.2,53,51916,0.000271
83417,173.27.225.164,172.31.0.2,53,43906,0.021968
83419,173.27.225.164,172.31.0.2,53,25357,0.064822
83421,173.27.225.164,172.31.0.2,53,57649,0.022922
83423,173.27.225.164,172.31.0.2,53,44776,0.000392
83425,173.27.225.164,172.31.0.2,53,9355,0.000402
83427,173.27.225.164,172.31.0.2,53,46596,0.000407
83429,173.27.225.164,172.31.0.2,53,47213,0.032876
83431,173.27.225.164,172.31.0.2,53,29601,0.033592
83433,173.27.225.164,172.31.0.2,53,63312,0.0004
83435,173.27.225.164,172.31.0.2,53,20768,0.000398
83437,173.27.225.164,172.31.0.2,53,25532,0.000359
83439,173.27.225.164,172.31.0.2,53,26760,0.000402
83441,173.27.225.164,172.31.0.2,53,58698,0.000381
83443,173.27.225.164,172.31.0.2,53,63462,0.000924
83445,173.27.225.164,172.31.0.2,53,24240,0.000426
83447,173.27.225.164,172.31.0.2,53,4446,0.000918
83449,173.27.225.164,172.31.0.2,53,26124,0.000405
83451,173.27.225.164,172.31.0.2,53,6788,0.096904
83453,173.27.225.164,172.31.0.2,53,59370,0.034194
83455,173.27.225.164,172.31.0.2,53,4768,0.01281
83457,173.27.225.164,172.31.0.2,53,33534,0.142938
83459,173.27.225.164,172.31.0.2,53,37781,0.022427
83463,173.27.225.164,172.31.0.2,53,15754,0.000381
83464,173.27.225.164,172.31.0.2,53,1794,0.000315
83465,173.27.225.164,172.31.0.2,53,17971,0.000284
83467,173.27.225.164,172.31.0.2,53,64897,0.000327
83469,173.27.225.164,172.31.0.2,53,63442,0.000306
83471,173.27.225.164,172.31.0.2,53,13834,0.000449
83473,173.27.225.164,172.31.0.2,53,41254,0.000307
83475,173.27.225.164,172.31.0.2,53,1550,0.002651
83478,173.27.225.164,172.31.0.2,53,57226,0.002762
83479,173.27.225.164,172.31.0.2,53,60339,0.002823
83481,173.27.225.164,172.31.0.2,53,12997,0.000824
83483,173.27.225.164,172.31.0.2,53,3151,0.000379
83485,173.27.225.164,172.31.0.2,53,39685,0.027644
83487,173.27.225.164,172.31.0.2,53,56330,0.000399
83489,173.27.225.164,172.31.0.2,53,14072,0.01305
83491,173.27.225.164,172.31.0.2,53,1501,0.002106
83493,173.27.225.164,172.31.0.2,53,65233,0.007216
83495,173.27.225.164,172.31.0.2,53,39753,0.000426
83497,173.27.225.164,172.31.0.2,53,5475,0.000353
83499,173.27.225.164,172.31.0.2,53,15478,0.021744
83501,173.27.225.164,172.31.0.2,53,43580,0.019812
83503,173.27.225.164,172.31.0.2,53,2028,0.037255
83505,173.27.225.164,172.31.0.2,53,11602,0.022682
83507,173.27.225.164,172.31.0.2,53,53420,0.000346
83509,173.27.225.164,172.31.0.2,53,63394,0.000404
83511,173.27.225.164,172.31.0.2,53,41388,0.002197
83513,173.27.225.164,172.31.0.2,53,12593,0.00093
83515,173.27.225.164,172.31.0.2,53,58116,0.000422
83517,173.27.225.164,172.31.0.2,53,30828,0.093521
83519,173.27.225.164,172.31.0.2,53,14880,0.000959
83521,173.27.225.164,172.31.0.2,53,53265,0.000432
83523,173.27.225.164,172.31.0.2,53,51979,0.02854
83525,173.27.225.164,172.31.0.2,53,41725,0.002354
83527,173.27.225.164,172.31.0.2,53,40261,0.000405
83529,173.27.225.164,172.31.0.2,53,44762,0.0223
83531,173.27.225.164,172.31.0.2,53,48281,0.000412
83533,173.27.225.164,172.31.0.2,53,55760,0.000377
83535,173.27.225.164,172.31.0.2,53,1713,0.013039
83537,173.27.225.164,172.31.0.2,53,42497,0.000303
83539,173.27.225.164,172.31.0.2,53,2452,0.000276
83541,173.27.225.164,172.31.0.2,53,52746,0.000309
83543,173.27.225.164,172.31.0.2,53,13191,0.000346
83545,173.27.225.164,172.31.0.2,53,51348,0.000383
83547,173.27.225.164,172.31.0.2,53,57584,0.000348
83549,173.27.225.164,172.31.0.2,53,53182,0.17348
83551,173.27.225.164,172.31.0.2,53,1283,0.022064
83553,173.27.225.164,172.31.0.2,53,2036,0.000285
83555,173.27.225.164,172.31.0.2,53,54857,0.000316
83557,173.27.225.164,172.31.0.2,53,52837,0.000277
83559,173.27.225.164,172.31.0.2,53,55701,0.000831
83561,173.27.225.164,172.31.0.2,53,61438,0.000782
83563,173.27.225.164,172.31.0.2,53,50952,0.000306
83565,173.27.225.164,172.31.0.2,53,51295,0.000391
83567,173.27.225.164,172.31.0.2,53,21017,0.000317
83569,173.27.225.164,172.31.0.2,53,10069,0.042471
83571,173.27.225.164,172.31.0.2,53,49562,0.000794
83577,173.27.225.164,172.31.0.2,53,40101,0.028281
83578,173.27.225.164,172.31.0.2,53,13583,0.032589
83579,173.27.225.164,172.31.0.2,53,4318,0.036528
83580,173.27.225.164,172.31.0.2,53,29041,0.03728
83581,173.27.225.164,172.31.0.2,53,9963,0.040334
83583,173.27.225.164,172.31.0.2,53,21242,0.012521
83588,173.27.225.164,172.31.0.2,53,20789,0.002035
83589,173.27.225.164,172.31.0.2,53,45851,0.002354
83590,173.27.225.164,172.31.0.2,53,55517,0.003543
83591,173.27.225.164,172.31.0.2,53,38123,0.012362
83593,173.27.225.164,172.31.0.2,53,17312,0.074701
83595,173.27.225.164,172.31.0.2,53,33128,0.033303
83597,173.27.225.164,172.31.0.2,53,61487,0.037548
83599,173.27.225.164,172.31.0.2,53,41781,0.002187
83601,173.27.225.164,172.31.0.2,53,27967,0.02695
83603,173.27.225.164,172.31.0.2,53,58880,0.002106
