,ip.dst,ip.src,udp.srcport,udp.dstport,dns.time
24083,173.27.225.118,172.31.0.2,53.0,57067.0,0.033804
24085,173.27.225.118,172.31.0.2,53.0,47114.0,0.00298
24087,173.27.225.118,172.31.0.2,53.0,26643.0,0.000356
24089,173.27.225.118,172.31.0.2,53.0,7902.0,0.127768
24092,173.27.225.118,172.31.0.2,53.0,7257.0,0.000418
24093,173.27.225.118,172.31.0.2,53.0,34570.0,0.000321
24095,173.27.225.118,172.31.0.2,53.0,64544.0,0.002367
24097,173.27.225.118,172.31.0.2,53.0,17159.0,0.000343
24099,173.27.225.118,172.31.0.2,53.0,1099.0,0.1119
24101,173.27.225.118,172.31.0.2,53.0,9486.0,0.00034
24103,173.27.225.118,172.31.0.2,53.0,2120.0,0.002616
24105,173.27.225.118,172.31.0.2,53.0,60480.0,0.000411
24107,173.27.225.118,172.31.0.2,53.0,2469.0,0.002269
24109,173.27.225.118,172.31.0.2,53.0,26949.0,0.00029
24111,173.27.225.118,172.31.0.2,53.0,42250.0,0.022389
24113,173.27.225.118,172.31.0.2,53.0,32201.0,0.000238
24116,173.27.225.118,172.31.0.2,53.0,54659.0,0.000311
24117,173.27.225.118,172.31.0.2,53.0,7321.0,0.003368
24119,173.27.225.118,172.31.0.2,53.0,14226.0,0.000346
24121,173.27.225.118,172.31.0.2,53.0,26830.0,0.000276
24123,173.27.225.118,172.31.0.2,53.0,50039.0,0.000824
24125,173.27.225.118,172.31.0.2,53.0,10826.0,0.079577
24127,173.27.225.118,172.31.0.2,53.0,31136.0,0.002314
24129,173.27.225.118,172.31.0.2,53.0,27181.0,0.068219
24131,173.27.225.118,172.31.0.2,53.0,21323.0,0.002498
24133,173.27.225.118,172.31.0.2,53.0,27418.0,0.000316
24135,173.27.225.118,172.31.0.2,53.0,28989.0,0.000289
24137,173.27.225.118,172.31.0.2,53.0,41522.0,0.087691
24139,173.27.225.118,172.31.0.2,53.0,55770.0,0.002586
24141,173.27.225.118,172.31.0.2,53.0,40808.0,0.000369
24143,173.27.225.118,172.31.0.2,53.0,57481.0,0.002614
24145,173.27.225.118,172.31.0.2,53.0,26403.0,0.000415
24147,173.27.225.118,172.31.0.2,53.0,63952.0,0.000387
24149,173.27.225.118,172.31.0.2,53.0,62214.0,0.001027
24151,173.27.225.118,172.31.0.2,53.0,20470.0,0.001249
24153,173.27.225.118,172.31.0.2,53.0,31849.0,0.000427
24156,173.27.225.118,172.31.0.2,53.0,45075.0,0.000308
24157,173.27.225.118,172.31.0.2,53.0,30899.0,0.000212
24159,173.27.225.118,172.31.0.2,53.0,43916.0,0.000258
24161,173.27.225.118,172.31.0.2,53.0,50398.0,0.00123
24163,173.27.225.118,172.31.0.2,53.0,38597.0,0.003535
24165,173.27.225.118,172.31.0.2,53.0,6625.0,0.000322
24167,173.27.225.118,172.31.0.2,53.0,51862.0,0.012366
24170,173.27.225.118,172.31.0.2,53.0,35584.0,0.000377
24171,173.27.225.118,172.31.0.2,53.0,36666.0,0.017619
24173,173.27.225.118,172.31.0.2,53.0,46940.0,0.000402
24175,173.27.225.118,172.31.0.2,53.0,53872.0,0.000418
24179,173.27.225.118,172.31.0.2,53.0,36227.0,0.000238
24180,173.27.225.118,172.31.0.2,53.0,36262.0,0.000374
24181,173.27.225.118,172.31.0.2,53.0,38751.0,0.001419
24183,173.27.225.118,172.31.0.2,53.0,42535.0,0.00035
24185,173.27.225.118,172.31.0.2,53.0,46286.0,0.000989
24187,173.27.225.118,172.31.0.2,53.0,49074.0,0.004975
24189,173.27.225.118,172.31.0.2,53.0,31105.0,0.000259
24191,173.27.225.118,172.31.0.2,53.0,12598.0,0.0931
24193,173.27.225.118,172.31.0.2,53.0,34294.0,0.000378
24195,173.27.225.118,172.31.0.2,53.0,65118.0,0.000327
24197,173.27.225.118,172.31.0.2,53.0,15961.0,0.045155
24199,173.27.225.118,172.31.0.2,53.0,55056.0,0.002148
24201,173.27.225.118,172.31.0.2,53.0,45019.0,0.000946
24203,173.27.225.118,172.31.0.2,53.0,19510.0,0.000441
24205,173.27.225.118,172.31.0.2,53.0,36407.0,0.000324
24207,173.27.225.118,172.31.0.2,53.0,32851.0,0.00257
24209,173.27.225.118,172.31.0.2,53.0,32943.0,0.000934
24211,173.27.225.118,172.31.0.2,53.0,34184.0,0.068285
24213,173.27.225.118,172.31.0.2,53.0,26750.0,0.000296
24215,173.27.225.118,172.31.0.2,53.0,62752.0,0.001053
24217,173.27.225.118,172.31.0.2,53.0,43153.0,0.022109
24219,173.27.225.118,172.31.0.2,53.0,24455.0,0.002094
24221,173.27.225.118,172.31.0.2,53.0,6181.0,0.000944
24223,173.27.225.118,172.31.0.2,53.0,62496.0,0.001221
24225,173.27.225.118,172.31.0.2,53.0,34806.0,0.000316
24227,173.27.225.118,172.31.0.2,53.0,38764.0,0.00037
24229,173.27.225.118,172.31.0.2,53.0,42989.0,0.020062
24231,173.27.225.118,172.31.0.2,53.0,64468.0,0.093053
24233,173.27.225.118,172.31.0.2,53.0,59131.0,0.000839
24235,173.27.225.118,172.31.0.2,53.0,15801.0,0.004122
24237,173.27.225.118,172.31.0.2,53.0,39858.0,0.000402
24239,173.27.225.118,172.31.0.2,53.0,4110.0,0.000403
24241,173.27.225.118,172.31.0.2,53.0,6773.0,0.000375
24243,173.27.225.118,172.31.0.2,53.0,54454.0,0.000443
24245,173.27.225.118,172.31.0.2,53.0,29734.0,0.000384
24247,173.27.225.118,172.31.0.2,53.0,40435.0,0.00034
24249,173.27.225.118,172.31.0.2,53.0,16519.0,0.087907
24251,173.27.225.118,172.31.0.2,53.0,42718.0,0.000326
24253,173.27.225.118,172.31.0.2,53.0,42718.0,0.000293
24256,173.27.225.118,172.31.0.2,53.0,51852.0,0.000291
24257,173.27.225.118,172.31.0.2,53.0,49826.0,0.000268
24259,173.27.225.118,172.31.0.2,53.0,21259.0,0.000422
24261,173.27.225.118,172.31.0.2,53.0,16088.0,0.000425
24263,173.27.225.118,172.31.0.2,53.0,14991.0,0.000445
24265,173.27.225.118,172.31.0.2,53.0,42349.0,0.000422
24267,173.27.225.118,172.31.0.2,53.0,48665.0,0.016278
24269,173.27.225.118,172.31.0.2,53.0,54507.0,0.000418
24271,173.27.225.118,172.31.0.2,53.0,58278.0,0.000284
24273,173.27.225.118,172.31.0.2,53.0,11672.0,0.000329
24275,173.27.225.118,172.31.0.2,53.0,1990.0,0.000317
24277,173.27.225.118,172.31.0.2,53.0,35011.0,0.15251
24279,173.27.225.118,172.31.0.2,53.0,13393.0,0.000295
24281,173.27.225.118,172.31.0.2,53.0,65453.0,0.000343
24283,173.27.225.118,172.31.0.2,53.0,59125.0,0.004914
24286,173.27.225.118,172.31.0.2,53.0,20150.0,0.000357
24287,173.27.225.118,172.31.0.2,53.0,48134.0,0.000259
24289,173.27.225.118,172.31.0.2,53.0,48545.0,0.000368
24291,173.27.225.118,172.31.0.2,53.0,29164.0,0.000334
24293,173.27.225.118,172.31.0.2,53.0,6366.0,0.000267
24295,173.27.225.118,172.31.0.2,53.0,62969.0,0.000316
24297,173.27.225.118,172.31.0.2,53.0,23023.0,0.000338
24299,173.27.225.118,172.31.0.2,53.0,48698.0,0.000364
24301,173.27.225.118,172.31.0.2,53.0,36081.0,0.000335
24303,173.27.225.118,172.31.0.2,53.0,43875.0,0.000389
24305,173.27.225.118,172.31.0.2,53.0,30646.0,0.085411
24307,173.27.225.118,172.31.0.2,53.0,53789.0,0.00036
24309,173.27.225.118,172.31.0.2,53.0,40064.0,0.000419
24311,173.27.225.118,172.31.0.2,53.0,34956.0,0.002619
24313,173.27.225.118,172.31.0.2,53.0,43880.0,0.022959
24315,173.27.225.118,172.31.0.2,53.0,11229.0,0.000351
24317,173.27.225.118,172.31.0.2,53.0,27622.0,0.000912
24319,173.27.225.118,172.31.0.2,53.0,19803.0,0.000379
24321,173.27.225.118,172.31.0.2,53.0,32769.0,0.001007
24323,173.27.225.118,172.31.0.2,53.0,22824.0,0.000468
24325,173.27.225.118,172.31.0.2,53.0,50623.0,0.000344
24327,173.27.225.118,172.31.0.2,53.0,62104.0,0.000437
24329,173.27.225.118,172.31.0.2,53.0,32506.0,0.002722
24331,173.27.225.118,172.31.0.2,53.0,59328.0,0.000293
24333,173.27.225.118,172.31.0.2,53.0,41323.0,0.000245
24335,173.27.225.118,172.31.0.2,53.0,44378.0,0.00217
24337,173.27.225.118,172.31.0.2,53.0,17154.0,0.000387
24339,173.27.225.118,172.31.0.2,53.0,46214.0,0.000266
24341,173.27.225.118,172.31.0.2,53.0,37109.0,0.000294
24343,173.27.225.118,172.31.0.2,53.0,26445.0,0.000801
24345,173.27.225.118,172.31.0.2,53.0,11337.0,0.00024
24347,173.27.225.118,172.31.0.2,53.0,19822.0,0.000764
24350,173.27.225.118,172.31.0.2,53.0,16047.0,0.000205
24351,173.27.225.118,172.31.0.2,53.0,12113.0,0.000356
24353,173.27.225.118,172.31.0.2,53.0,52856.0,0.000252
24355,173.27.225.118,172.31.0.2,53.0,50238.0,0.000323
24357,173.27.225.118,172.31.0.2,53.0,11770.0,0.000379
24359,173.27.225.118,172.31.0.2,53.0,51996.0,0.000894
24361,173.27.225.118,172.31.0.2,53.0,52932.0,0.000376
24363,173.27.225.118,172.31.0.2,53.0,40997.0,0.002365
24365,173.27.225.118,172.31.0.2,53.0,38942.0,0.000244
24367,173.27.225.118,172.31.0.2,53.0,15492.0,0.001105
24369,173.27.225.118,172.31.0.2,53.0,56912.0,0.000273
24371,173.27.225.118,172.31.0.2,53.0,3017.0,0.009513
24373,173.27.225.118,172.31.0.2,53.0,54416.0,0.000805
24375,173.27.225.118,172.31.0.2,53.0,34674.0,0.00175
24377,173.27.225.118,172.31.0.2,53.0,9884.0,0.0003
24379,173.27.225.118,172.31.0.2,53.0,9941.0,0.017605
24381,173.27.225.118,172.31.0.2,53.0,56852.0,0.032031
24383,173.27.225.118,172.31.0.2,53.0,51302.0,0.028183
24385,173.27.225.118,172.31.0.2,53.0,27175.0,0.026749
24387,173.27.225.118,172.31.0.2,53.0,24445.0,0.000419
24389,173.27.225.118,172.31.0.2,53.0,42389.0,0.002503
24391,173.27.225.118,172.31.0.2,53.0,62042.0,0.002422
24393,173.27.225.118,172.31.0.2,53.0,9552.0,0.000491
24395,173.27.225.118,172.31.0.2,53.0,56480.0,0.001406
24397,173.27.225.118,172.31.0.2,53.0,34134.0,0.000388
24399,173.27.225.118,172.31.0.2,53.0,16675.0,0.006051
24401,173.27.225.118,172.31.0.2,53.0,27921.0,0.000401
24403,173.27.225.118,172.31.0.2,53.0,31451.0,0.002332
24405,173.27.225.118,172.31.0.2,53.0,64307.0,0.001026
24407,173.27.225.118,172.31.0.2,53.0,6609.0,0.00125
24409,173.27.225.118,172.31.0.2,53.0,61282.0,0.012966
24411,173.27.225.118,172.31.0.2,53.0,30038.0,0.013107
24414,173.27.225.118,172.31.0.2,53.0,45562.0,0.027703
24415,173.27.225.118,172.31.0.2,53.0,52001.0,0.030779
24417,173.27.225.118,172.31.0.2,53.0,8798.0,0.014317
24419,173.27.225.118,172.31.0.2,53.0,12711.0,0.000434
24421,173.27.225.118,172.31.0.2,53.0,63680.0,0.000198
24423,173.27.225.118,172.31.0.2,53.0,46061.0,0.000395
24425,173.27.225.118,172.31.0.2,53.0,3634.0,0.000398
24429,173.27.225.118,172.31.0.2,53.0,64935.0,0.002633
24430,173.27.225.118,172.31.0.2,53.0,20599.0,0.002487
24431,173.27.225.118,172.31.0.2,53.0,2545.0,0.025847
24433,173.27.225.118,172.31.0.2,53.0,48449.0,0.003717
24435,173.27.225.118,172.31.0.2,53.0,48522.0,0.026398
24437,173.27.225.118,172.31.0.2,53.0,51839.0,0.000914
24442,173.27.225.118,172.31.0.2,53.0,34161.0,0.011933
24443,173.27.225.118,172.31.0.2,53.0,39640.0,0.01399
24444,173.27.225.118,172.31.0.2,53.0,46004.0,0.023527
24445,173.27.225.118,172.31.0.2,53.0,46807.0,0.146908
24447,173.27.225.118,172.31.0.2,53.0,57560.0,0.017201
24449,173.27.225.118,172.31.0.2,53.0,51081.0,0.013678
24451,173.27.225.118,172.31.0.2,53.0,26965.0,0.107968
24453,173.27.225.118,172.31.0.2,53.0,39367.0,0.000374
24457,173.27.225.118,172.31.0.2,53.0,7565.0,0.04289
24458,173.27.225.118,172.31.0.2,53.0,1144.0,0.066108
24459,173.27.225.118,172.31.0.2,53.0,32133.0,0.086956
24461,173.27.225.118,172.31.0.2,53.0,25241.0,0.000354
24463,173.27.225.118,172.31.0.2,53.0,42186.0,0.075819
24465,173.27.225.118,172.31.0.2,53.0,42707.0,0.041081
24467,173.27.225.118,172.31.0.2,53.0,40120.0,0.00231
24469,173.27.225.118,172.31.0.2,53.0,32787.0,0.007982
24471,173.27.225.118,172.31.0.2,53.0,54886.0,0.001894
24473,173.27.225.118,172.31.0.2,53.0,8494.0,0.000327
24475,173.27.225.118,172.31.0.2,53.0,43645.0,0.002145
24477,173.27.225.118,172.31.0.2,53.0,56596.0,0.006838
24479,173.27.225.118,172.31.0.2,53.0,7418.0,0.014157
24481,173.27.225.118,172.31.0.2,53.0,19721.0,0.006892
24483,173.27.225.118,172.31.0.2,53.0,36309.0,0.001361
24485,173.27.225.118,172.31.0.2,53.0,5455.0,0.001378
24488,173.27.225.118,172.31.0.2,53.0,2856.0,0.01707
24490,173.27.225.118,172.31.0.2,53.0,51018.0,0.001035
24491,173.27.225.118,172.31.0.2,53.0,54877.0,0.033269
24493,173.27.225.118,172.31.0.2,53.0,26097.0,0.019948
24495,173.27.225.118,172.31.0.2,53.0,12939.0,0.000341
24497,173.27.225.118,172.31.0.2,53.0,47396.0,0.003565
24499,173.27.225.118,172.31.0.2,53.0,1216.0,0.001094
24501,173.27.225.118,172.31.0.2,53.0,44882.0,0.000896
24503,173.27.225.118,172.31.0.2,53.0,35567.0,0.000719
24505,173.27.225.118,172.31.0.2,53.0,37848.0,0.001043
24507,173.27.225.118,172.31.0.2,53.0,31373.0,0.000409
24509,173.27.225.118,172.31.0.2,53.0,42792.0,0.00222
24511,173.27.225.118,172.31.0.2,53.0,5739.0,0.000459
24513,173.27.225.118,172.31.0.2,53.0,42419.0,0.001384
24515,173.27.225.118,172.31.0.2,53.0,6115.0,0.002461
24517,173.27.225.118,172.31.0.2,53.0,51612.0,0.00037
24519,173.27.225.118,172.31.0.2,53.0,62753.0,0.000352
24521,173.27.225.118,172.31.0.2,53.0,53634.0,0.025932
24523,173.27.225.118,172.31.0.2,53.0,29297.0,0.013609
24525,173.27.225.118,172.31.0.2,53.0,63918.0,0.020163
24527,173.27.225.118,172.31.0.2,53.0,51674.0,0.000371
24529,173.27.225.118,172.31.0.2,53.0,56134.0,0.000349
24531,173.27.225.118,172.31.0.2,53.0,62900.0,0.032393
24533,173.27.225.118,172.31.0.2,53.0,7090.0,0.000326
24535,173.27.225.118,172.31.0.2,53.0,60648.0,0.012588
24537,173.27.225.118,172.31.0.2,53.0,61564.0,0.010326
24539,173.27.225.118,172.31.0.2,53.0,18852.0,0.000962
24541,173.27.225.118,172.31.0.2,53.0,53594.0,0.000977
24543,173.27.225.118,172.31.0.2,53.0,33184.0,0.001161
24545,173.27.225.118,172.31.0.2,53.0,54337.0,0.00624
24547,173.27.225.118,172.31.0.2,53.0,56109.0,0.006103
24549,173.27.225.118,172.31.0.2,53.0,54402.0,0.001832
24551,173.27.225.118,172.31.0.2,53.0,26619.0,0.000323
24553,173.27.225.118,172.31.0.2,53.0,56536.0,0.000957
24555,173.27.225.118,172.31.0.2,53.0,17129.0,0.000755
24557,173.27.225.118,172.31.0.2,53.0,45842.0,0.000669
24559,173.27.225.118,172.31.0.2,53.0,55352.0,0.002034
24561,173.27.225.118,172.31.0.2,53.0,4847.0,0.000769
24563,173.27.225.118,172.31.0.2,53.0,9488.0,0.021222
24565,173.27.225.118,172.31.0.2,53.0,32762.0,0.001658
24567,173.27.225.118,172.31.0.2,53.0,55669.0,0.000286
24569,173.27.225.118,172.31.0.2,53.0,43327.0,0.001492
24571,173.27.225.118,172.31.0.2,53.0,16065.0,0.003442
24573,173.27.225.118,172.31.0.2,53.0,41335.0,0.050704
24575,173.27.225.118,172.31.0.2,53.0,4074.0,0.000371
24577,173.27.225.118,172.31.0.2,53.0,28781.0,0.098152
24579,173.27.225.118,172.31.0.2,53.0,8944.0,0.013496
24581,173.27.225.118,172.31.0.2,53.0,39684.0,0.004355
24583,173.27.225.118,172.31.0.2,53.0,51090.0,0.015331
24585,173.27.225.118,172.31.0.2,53.0,5952.0,0.045716
24587,173.27.225.118,172.31.0.2,53.0,29977.0,0.000299
24589,173.27.225.118,172.31.0.2,53.0,41315.0,0.000372
24591,173.27.225.118,172.31.0.2,53.0,27823.0,0.000402
24593,173.27.225.118,172.31.0.2,53.0,4458.0,0.00087
24595,173.27.225.118,172.31.0.2,53.0,64429.0,0.038891
24597,173.27.225.118,172.31.0.2,53.0,43283.0,0.000371
24599,173.27.225.118,172.31.0.2,53.0,64843.0,0.000361
24601,173.27.225.118,172.31.0.2,53.0,64521.0,0.00032
24603,173.27.225.118,172.31.0.2,53.0,61960.0,0.000398
24605,173.27.225.118,172.31.0.2,53.0,29132.0,0.000272
24607,173.27.225.118,172.31.0.2,53.0,4806.0,0.000296
24609,173.27.225.118,172.31.0.2,53.0,17356.0,0.002109
24611,173.27.225.118,172.31.0.2,53.0,44755.0,0.00035
24613,173.27.225.118,172.31.0.2,53.0,57333.0,0.049463
24617,173.27.225.118,172.31.0.2,53.0,37737.0,0.00235
24618,173.27.225.118,172.31.0.2,53.0,44192.0,0.012687
24619,173.27.225.118,172.31.0.2,53.0,25966.0,0.016273
24621,173.27.225.118,172.31.0.2,53.0,18348.0,0.031405
24623,173.27.225.118,172.31.0.2,53.0,16130.0,0.01158
24625,173.27.225.118,172.31.0.2,53.0,20559.0,0.67181
24627,173.27.225.118,172.31.0.2,53.0,37881.0,0.090173
24629,173.27.225.118,172.31.0.2,53.0,17135.0,0.023308
24631,173.27.225.118,172.31.0.2,53.0,24651.0,0.000353
24633,173.27.225.118,172.31.0.2,53.0,14068.0,0.000399
24635,173.27.225.118,172.31.0.2,53.0,6351.0,0.00038
24637,173.27.225.118,172.31.0.2,53.0,17939.0,0.000412
24639,173.27.225.118,172.31.0.2,53.0,30042.0,0.000386
24641,173.27.225.118,172.31.0.2,53.0,11496.0,0.00029
24643,173.27.225.118,172.31.0.2,53.0,34368.0,0.00655
24645,173.27.225.118,172.31.0.2,53.0,9423.0,0.011125
24647,173.27.225.118,172.31.0.2,53.0,52270.0,0.122988
24649,173.27.225.118,172.31.0.2,53.0,49563.0,0.039168
24651,173.27.225.118,172.31.0.2,53.0,47712.0,0.002578
24653,173.27.225.118,172.31.0.2,53.0,21900.0,0.004532
24655,173.27.225.118,172.31.0.2,53.0,12417.0,0.007228
24657,173.27.225.118,172.31.0.2,53.0,6077.0,0.006208
24659,173.27.225.118,172.31.0.2,53.0,24997.0,0.023212
24661,173.27.225.118,172.31.0.2,53.0,32677.0,0.010088
24663,173.27.225.118,172.31.0.2,53.0,47005.0,0.001379
24665,173.27.225.118,172.31.0.2,53.0,19324.0,0.000933
24667,173.27.225.118,172.31.0.2,53.0,30390.0,0.000339
24669,173.27.225.118,172.31.0.2,53.0,48437.0,0.000334
24671,173.27.225.118,172.31.0.2,53.0,18564.0,0.000373
24673,173.27.225.118,172.31.0.2,53.0,1980.0,0.000367
24676,173.27.225.118,172.31.0.2,53.0,45523.0,0.058259
24677,173.27.225.118,172.31.0.2,53.0,60351.0,0.145137
24679,173.27.225.118,172.31.0.2,53.0,31224.0,0.00049
24681,173.27.225.118,172.31.0.2,53.0,3013.0,0.000373
24683,173.27.225.118,172.31.0.2,53.0,46624.0,0.000397
24685,173.27.225.118,172.31.0.2,53.0,39000.0,0.001254
24687,173.27.225.118,172.31.0.2,53.0,9105.0,0.002088
24689,173.27.225.118,172.31.0.2,53.0,33170.0,0.001142
24692,173.27.225.118,172.31.0.2,53.0,38449.0,0.00025
24693,173.27.225.118,172.31.0.2,53.0,28629.0,0.000207
24695,173.27.225.118,172.31.0.2,53.0,58612.0,0.000354
24697,173.27.225.118,172.31.0.2,53.0,20476.0,0.000279
24699,173.27.225.118,172.31.0.2,53.0,39751.0,0.012275
24701,173.27.225.118,172.31.0.2,53.0,12990.0,0.000269
24703,173.27.225.118,172.31.0.2,53.0,6080.0,0.000353
24705,173.27.225.118,172.31.0.2,53.0,24112.0,0.001194
24707,173.27.225.118,172.31.0.2,53.0,12093.0,0.000894
24712,173.27.225.118,172.31.0.2,53.0,37492.0,0.000283
24713,173.27.225.118,172.31.0.2,53.0,49888.0,0.000234
24714,173.27.225.118,172.31.0.2,53.0,8701.0,0.000805
24715,173.27.225.118,172.31.0.2,53.0,2802.0,0.002359
24717,173.27.225.118,172.31.0.2,53.0,8295.0,0.000239
24719,173.27.225.118,172.31.0.2,53.0,38452.0,0.000295
24725,173.27.225.118,172.31.0.2,53.0,15717.0,0.022741
24726,173.27.225.118,172.31.0.2,53.0,45887.0,0.083276
24727,173.27.225.118,172.31.0.2,53.0,65500.0,0.087146
24728,173.27.225.118,172.31.0.2,53.0,14114.0,0.096865
24729,173.27.225.118,172.31.0.2,53.0,62732.0,0.099769
24731,173.27.225.118,172.31.0.2,53.0,21420.0,0.001052
24733,173.27.225.118,172.31.0.2,53.0,50468.0,0.012824
24735,173.27.225.118,172.31.0.2,53.0,23827.0,0.021257
24737,173.27.225.118,172.31.0.2,53.0,46404.0,0.004745
24739,173.27.225.118,172.31.0.2,53.0,41872.0,0.005939
24741,173.27.225.118,172.31.0.2,53.0,35092.0,0.000833
24743,173.27.225.118,172.31.0.2,53.0,45934.0,0.030929
24745,173.27.225.118,172.31.0.2,53.0,37995.0,0.013605
24747,173.27.225.118,172.31.0.2,53.0,42095.0,0.021815
24749,173.27.225.118,172.31.0.2,53.0,6670.0,0.021934
24752,173.27.225.118,172.31.0.2,53.0,21200.0,0.000839
24753,173.27.225.118,172.31.0.2,53.0,34732.0,0.029408
24755,173.27.225.118,172.31.0.2,53.0,52666.0,0.024212
24757,173.27.225.118,172.31.0.2,53.0,64169.0,0.000242
24759,173.27.225.118,172.31.0.2,53.0,43119.0,0.000286
24761,173.27.225.118,172.31.0.2,53.0,19541.0,0.002266
24763,173.27.225.118,172.31.0.2,53.0,65112.0,0.005994
24765,173.27.225.118,172.31.0.2,53.0,18607.0,0.002261
24767,173.27.225.118,172.31.0.2,53.0,51767.0,0.09872
24770,173.27.225.118,172.31.0.2,53.0,33101.0,0.083357
24771,173.27.225.118,172.31.0.2,53.0,27013.0,0.231237
24773,173.27.225.118,172.31.0.2,53.0,1533.0,0.006748
24775,173.27.225.118,172.31.0.2,53.0,49718.0,0.000839
24779,173.27.225.118,172.31.0.2,53.0,55070.0,0.045109
24780,173.27.225.118,172.31.0.2,53.0,11435.0,0.091515
24781,173.27.225.118,172.31.0.2,53.0,48503.0,0.162145
24783,173.27.225.118,172.31.0.2,53.0,24229.0,0.001025
24785,173.27.225.118,172.31.0.2,53.0,57770.0,0.043481
24787,173.27.225.118,172.31.0.2,53.0,59545.0,0.024527
24789,173.27.225.118,172.31.0.2,53.0,8826.0,0.000276
24791,173.27.225.118,172.31.0.2,53.0,46048.0,0.000276
24793,173.27.225.118,172.31.0.2,53.0,41860.0,0.000954
24795,173.27.225.118,172.31.0.2,53.0,21308.0,0.025455
24797,173.27.225.118,172.31.0.2,53.0,43036.0,0.000814
24799,173.27.225.118,172.31.0.2,53.0,46669.0,0.013266
24803,173.27.225.118,172.31.0.2,53.0,2030.0,0.017121
24804,173.27.225.118,172.31.0.2,53.0,4883.0,0.030543
24805,173.27.225.118,172.31.0.2,53.0,38284.0,0.08421
24807,173.27.225.118,172.31.0.2,53.0,14104.0,0.00116
24810,173.27.225.118,172.31.0.2,53.0,43787.0,0.001292
24811,173.27.225.118,172.31.0.2,53.0,58762.0,0.064187
24813,173.27.225.118,172.31.0.2,53.0,60656.0,0.008241
24815,173.27.225.118,172.31.0.2,53.0,1283.0,0.000966
24817,173.27.225.118,172.31.0.2,53.0,58645.0,0.000359
24819,173.27.225.118,172.31.0.2,53.0,3835.0,0.001469
24821,173.27.225.118,172.31.0.2,53.0,27818.0,0.002864
24824,173.27.225.118,172.31.0.2,53.0,55425.0,0.014367
24825,173.27.225.118,172.31.0.2,53.0,62719.0,0.007264
24827,173.27.225.118,172.31.0.2,53.0,64447.0,0.021174
24829,173.27.225.118,172.31.0.2,53.0,39146.0,0.141572
24833,173.27.225.118,172.31.0.2,53.0,4364.0,0.00099
24834,173.27.225.118,172.31.0.2,53.0,31384.0,0.000744
24835,173.27.225.118,172.31.0.2,53.0,7543.0,0.015381
24837,173.27.225.118,172.31.0.2,53.0,34753.0,0.004545
24839,173.27.225.118,172.31.0.2,53.0,19426.0,0.002725
24841,173.27.225.118,172.31.0.2,53.0,61411.0,0.000287
24843,173.27.225.118,172.31.0.2,53.0,57489.0,0.000486
24845,173.27.225.118,172.31.0.2,53.0,25680.0,0.000272
24847,173.27.225.118,172.31.0.2,53.0,33853.0,0.000287
24849,173.27.225.118,172.31.0.2,53.0,19105.0,0.020543
24851,173.27.225.118,172.31.0.2,53.0,49878.0,0.004311
24853,173.27.225.118,172.31.0.2,53.0,27368.0,0.013827
24855,173.27.225.118,172.31.0.2,53.0,52219.0,0.023998
24857,173.27.225.118,172.31.0.2,53.0,56685.0,0.000803
24859,173.27.225.118,172.31.0.2,53.0,1377.0,0.065298
24862,173.27.225.118,172.31.0.2,53.0,58041.0,0.057668
24863,173.27.225.118,172.31.0.2,53.0,54842.0,0.059256
24866,173.27.225.118,172.31.0.2,53.0,11032.0,0.000465
24867,173.27.225.118,172.31.0.2,53.0,61341.0,0.0055
24869,173.27.225.118,172.31.0.2,53.0,33535.0,0.000918
24871,173.27.225.118,172.31.0.2,53.0,57093.0,0.001813
24873,173.27.225.118,172.31.0.2,53.0,12936.0,0.001352
24875,173.27.225.118,172.31.0.2,53.0,24489.0,0.102974
24877,173.27.225.118,172.31.0.2,53.0,12670.0,0.006605
24879,173.27.225.118,172.31.0.2,53.0,49676.0,0.000345
24881,173.27.225.118,172.31.0.2,53.0,25821.0,0.00835
24883,173.27.225.118,172.31.0.2,53.0,10171.0,0.0071
24885,173.27.225.118,172.31.0.2,53.0,32707.0,0.002357
24887,173.27.225.118,172.31.0.2,53.0,29150.0,0.000343
24889,173.27.225.118,172.31.0.2,53.0,64586.0,0.007822
24891,173.27.225.118,172.31.0.2,53.0,48650.0,0.012251
24893,173.27.225.118,172.31.0.2,53.0,42018.0,0.007013
24895,173.27.225.118,172.31.0.2,53.0,24609.0,0.010387
24897,173.27.225.118,172.31.0.2,53.0,24862.0,0.004922
24899,173.27.225.118,172.31.0.2,53.0,2334.0,0.000381
24901,173.27.225.118,172.31.0.2,53.0,64713.0,0.000431
24903,173.27.225.118,172.31.0.2,53.0,13360.0,0.0014
24905,173.27.225.118,172.31.0.2,53.0,53613.0,0.012761
24907,173.27.225.118,172.31.0.2,53.0,61463.0,0.000377
24909,173.27.225.118,172.31.0.2,53.0,65341.0,0.000894
24911,173.27.225.118,172.31.0.2,53.0,1308.0,0.056902
24913,173.27.225.118,172.31.0.2,53.0,54977.0,0.001402
24915,173.27.225.118,172.31.0.2,53.0,15127.0,0.000428
24917,173.27.225.118,172.31.0.2,53.0,25951.0,0.006161
24919,173.27.225.118,172.31.0.2,53.0,24352.0,0.011762
24921,173.27.225.118,172.31.0.2,53.0,36570.0,0.060507
24923,173.27.225.118,172.31.0.2,53.0,46451.0,0.0018
24925,173.27.225.118,172.31.0.2,53.0,44831.0,0.003098
24927,173.27.225.118,172.31.0.2,53.0,54532.0,0.019042
